scenario_id,ego_id,rule_STL
DEU_AachenBendplatz-1_172740_T-2759,10202,R_IN4,[ 1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1.  1.  1.  1.  1.  1.  1.]
DEU_AachenBendplatz-1_171220_T-1239,10093,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1.  1.  1.  1.  1. -1. -1. -1.
  1.  1.]"
DEU_AachenFrankenburg-1_261100_T-1119,10121,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_172500_T-2519,10189,R_IN4,[ 1.  1.  1.  1.  1. -1. -1.  1.  1.  1.  1.  1.]
DEU_AachenBendplatz-1_151520_T-1539,10108,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_111180_T-1199,10076,R_IN1,[ 1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.]
DEU_AachenBendplatz-1_134540_T-4559,10315,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1.  1.
  1.  1.]"
DEU_AachenFrankenburg-1_262060_T-2079,10208,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
DEU_AachenBendplatz-1_112540_T-2559,10168,R_IN1,"[ 1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_151240_T-1259,10088,R_IN1,"[ 1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_82940_T-2959,10226,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1.  1.  1. -1. -1. -1. -1.  1.
  1.  1.]"
DEU_AachenFrankenburg-1_264440_T-4459,10391,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_84500_T-4519,10341,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_161060_T-1079,10084,R_IN1,"[ 1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_9760_T-779,10050,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_85160_T-5179,10405,R_IN1,"[ 1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_15140_T-159,10016,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1.
 -1. -1.]"
DEU_AachenBendplatz-1_174320_T-4339,10315,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_134860_T-4879,10344,R_IN4,[ 1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1.  1.  1.  1.  1.]
DEU_AachenBendplatz-1_15680_T-699,10044,R_IN4,[ 1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1.  1.  1.  1.  1.  1.]
DEU_AachenBendplatz-1_152920_T-2939,10184,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1.
  1.  1.]"
DEU_AachenBendplatz-1_152920_T-2939,10194,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1. -1.]"
DEU_AachenBendplatz-1_11600_T-619,10045,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_143820_T-3839,10299,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_133380_T-3399,10233,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1. -1.]"
DEU_AachenBendplatz-1_133380_T-3399,10235,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1. -1.]"
DEU_AachenBendplatz-1_124160_T-4179,10276,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_124160_T-4179,10266,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_124700_T-4719,10320,R_IN1,"[ 1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_153500_T-3519,10228,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_13360_T-379,10028,R_IN4,[ 1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.]
DEU_AachenBendplatz-1_152640_T-2659,10164,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_124180_T-4199,10266,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
  1.  1.]"
DEU_AachenBendplatz-1_152560_T-2579,10167,R_IN1,"[ 1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_144800_T-4819,10361,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_143560_T-3579,10274,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenFrankenburg-1_202240_T-2259,10198,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1.  1.  1. -1. -1.
 -1. -1.]"
DEU_AachenBendplatz-1_83100_T-3119,10234,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.
  1.  1.]"
DEU_AachenBendplatz-1_83100_T-3119,10234,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.  1.  1.  1.
 -1.  1.]"
DEU_AachenBendplatz-1_83100_T-3119,10235,R_IN1,"[ 1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_154200_T-4219,10269,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.
  1.  1.]"
DEU_AachenBendplatz-1_164660_T-4679,10353,R_IN1,"[ 1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_113100_T-3119,10203,R_IN4,[ 1.  1.  1.  1.  1.  1.  1. -1. -1. -1.  1.  1.  1.  1.]
DEU_AachenBendplatz-1_16940_T-959,10085,R_IN1,"[ 1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_10700_T-719,10051,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_8180_T-199,10014,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
 -1. -1.]"
DEU_AachenBendplatz-1_134360_T-4379,10307,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_71480_T-1499,10069,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenFrankenburg-1_21340_T-359,10039,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
DEU_AachenBendplatz-1_84580_T-4599,10361,R_IN1,[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.]
DEU_AachenBendplatz-1_154520_T-4539,10285,R_IN1,"[ 1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_121020_T-1039,10053,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_93240_T-3259,10191,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_81760_T-1779,10123,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_81760_T-1779,10134,R_IN1,"[ 1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenFrankenburg-1_273720_T-3739,10350,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1. -1.]"
DEU_AachenBendplatz-1_161840_T-1859,10145,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_172980_T-2999,10215,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_93700_T-3719,10224,R_IN4,[ 1.  1.  1.  1.  1.  1. -1.  1.  1.  1.]
DEU_AachenFrankenburg-1_275140_T-5159,10478,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.
 -1.  1.]"
DEU_AachenBendplatz-1_92640_T-2659,10157,R_IN1,"[ 1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_13920_T-939,10069,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_81800_T-1819,10144,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_81800_T-1819,10123,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1.
  1.  1.]"
DEU_AachenBendplatz-1_81800_T-1819,10134,R_IN4,[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.]
DEU_AachenBendplatz-1_15160_T-179,10016,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_15160_T-179,10016,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_7120_T-139,10017,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_161440_T-1459,10124,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_162240_T-2259,10172,R_IN1,"[ 1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenFrankenburg-1_226000_T-6019,10551,R_IN4,[ 1.  1.  1.  1.  1.  1.  1.  1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1.]
DEU_AachenFrankenburg-1_271980_T-1999,10197,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1.
 -1.  1.]"
DEU_AachenBendplatz-1_81900_T-1919,10150,R_IN1,"[ 1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_114380_T-4399,10284,R_IN4,"[ 1.  1.  1.  1.  1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenFrankenburg-1_25120_T-139,10027,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1.  1.
  1.  1.]"
DEU_AachenFrankenburg-1_212760_T-2779,10258,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenBendplatz-1_163720_T-3739,10267,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
 -1. -1.]"
DEU_AachenBendplatz-1_163720_T-3739,10270,R_IN1,"[ 1.  1.  1.  1.  1.  1.  1.  1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
  1.  1.]"
DEU_AachenFrankenburg-1_212740_T-2759,10253,R_IN4,"[ 1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1.  1.  1.  1.  1.
  1.  1.]"
